peak_id,protein_id,genes,time,peak_apex,peak_height,peak_width,peak_area,peak_left,peak_right,snr,asymmetry,sharpness,peak_background_intensity
52,A2ALW5,Dnajc25,30min,19,1240023.3333333333,7,3720069.9999999995,16.0,22.0,30.646869045172828,0.0,177146.19047619047,47038366.888888896
53,A2AN08,Ubr4,30min,5,72126411.1111111,13,356412854.4444444,1.0,13.0,1782.58635672489,0.3076923076923077,5548185.47008547,356412854.4444444
54,A2APV2,Fmnl2,30min,6,26478465.555555552,13,155177102.99999994,1.0,13.0,654.4087071465567,0.15384615384615385,2036805.0427350425,163575273.8888888
55,A2APY7,Ndufaf5,30min,32,19674772.22222222,14,88145660.0,26.0,39.0,486.2571143457368,0.07142857142857142,1405340.873015873,88145660.0
56,A2AQ19,Rtf1,30min,21,5130324.444444444,12,29895748.666666664,12.0,23.0,126.79469585906011,-0.5833333333333334,427527.037037037,70392751.99999997
57,A2AQ19,Rtf1,30min,25,5244303.555555555,7,27394117.555555552,23.0,29.0,129.6116613130226,0.2857142857142857,749186.2222222221,70392751.99999997
58,A2AQ19,Rtf1,30min,33,3481814.444444444,9,18724462.444444444,29.0,37.0,86.05218018893198,0.0,386868.2716049382,70392751.99999997
59,A2AR02,Ppig,30min,34,16315646.666666664,11,67248402.22222221,29.0,39.0,403.2371596077309,0.0,1483240.6060606057,68072968.22222221
60,A2AT37,Upf2,30min,20,4160874.222222222,18,36551687.33333333,10.0,27.0,102.83497412834687,-0.16666666666666666,231159.67901234567,36975531.99999999
61,A2AWA9,Rabgap1,30min,5,20610587.777777776,14,143297115.5555555,1.0,14.0,509.3855636342288,0.35714285714285715,1472184.8412698412,144903012.22222218
62,A2BE28,Las1l,30min,7,7719014.444444444,16,70440581.1111111,1.0,16.0,190.77352697934694,0.1875,482438.40277777775,73786313.33333333
63,A2BH40,Arid1a,30min,6,35590997.22222222,13,178889407.77777776,1.0,13.0,879.6226665545709,0.15384615384615385,2737769.0170940165,178889407.77777776
64,A2RSX7,Tyw5,30min,34,9814810.0,10,39395819.99999999,29.0,38.0,242.57059418767878,-0.1,981481.0,39395819.99999999
65,A2RSY6,Trmt1l,30min,11,3537791.111111111,11,15038112.111111112,4.0,14.0,87.43562961831259,-0.36363636363636365,321617.37373737374,16297840.555555556
66,A2RSY6,Trmt1l,30min,16,359070.0,6,1077210.0,14.0,19.0,8.87432596810023,0.16666666666666666,59845.0,16297840.555555556
67,A2RT67,Dennd3,30min,20,6304555.999999998,14,32176186.999999993,13.0,26.0,155.81553743877822,-0.07142857142857142,450325.42857142846,32176186.999999993
68,A2RTH5,Lcmt1,30min,37,25824110.0,8,86971969.99999999,33.0,40.0,638.2364719304783,-0.125,3228013.75,86971969.99999999
69,A2RTL5,Rsrc2,30min,26,5598345.555555555,10,22237667.555555552,22.0,31.0,138.3617215085225,0.1,559834.5555555555,27502492.88888889
70,A3KGF7,Plcb2,30min,22,16001303.333333332,15,112114517.66666666,13.0,27.0,395.4682421100308,-0.26666666666666666,1066753.5555555555,499838814.66666657
71,A3KGF7,Plcb2,30min,32,79962833.33333333,13,381383317.77777773,27.0,39.0,1976.2615878042461,0.15384615384615385,6150987.179487179,499838814.66666657
72,A3KMP2,Ttc38,30min,35,16218016.666666664,10,63957749.99999999,31.0,40.0,400.82425837881834,0.1,1621801.6666666665,63957749.99999999
